"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P553";"P553S1";"P1379";"P1390S1";"P1390S2";"P1390S3";"P1390S5";"P1390S4";"P1389";"P1386";"P1385";"P1380S1";"P1380S2";"P1380S3";"P1380S5";"P1380S6";"P1367S1";"P1367S4";"P1367S5";"P1367S2";"P1367S3";"P554";"P555S1";"P555S2";"P555S7";"P555S3";"P555S4";"P555S5";"P555S6";"P555S8";"P555S9";"P555S10";"P555S11";"P1592S1";"P1592S2";"P1592S3";"P1592S4";"P1228";"P557";"P558";"P1119";"P1593";"P1591";"P1214";"P1368"
513686;237;1;1;1;40.4175729835745;11;1;6;1;2;1;2;2;5;9;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;1;2;2;2;1;3;2;5;1;;;1
513740;237;1;1;1;1002.72587796365;12;2;1;2;2;2;1;2;3;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
513836;237;1;1;1;1745.3672481477;8;1;3;1;1;2;2;2;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2
513915;237;1;1;1;66.7499814458803;8;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;3;1;5;1;;;2
513995;237;1;1;1;61.1489712133037;9;1;5;1;1;1;2;2;6;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;1;5;2;4;;2
513996;237;1;1;1;58.8746978017294;3;1;2;1;2;1;2;2;6;2;1;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;3;2;4;2;2;;2
514040;237;1;1;1;67.3974393409893;8;2;6;1;2;2;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;5;2
514044;237;1;1;1;53.0027042493752;12;1;6;2;2;2;2;1;4;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;1;2;;;;;;6;2
514079;237;1;1;1;59.143345518493;4;1;2;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;1;1;1;1;;;1
514136;237;1;1;1;753.828528627377;2;1;3;2;1;2;2;2;2;9;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
514142;237;1;1;1;1445.04643956376;2;1;3;2;2;2;1;2;2;3;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;;;;;;3;2
514186;237;1;1;1;1384.80651542771;7;1;3;1;2;2;2;2;2;3;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;;;;;;6;1
514321;237;1;1;1;58.6662765949676;8;1;3;2;1;2;2;2;5;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
514348;237;1;1;1;318.463918750605;4;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
514405;237;1;1;1;338.192206872872;11;1;3;1;2;2;2;2;3;3;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;2;;;;;;3;2
514534;237;1;1;1;41.1298032566399;12;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
514542;237;1;1;1;43.3632463818372;3;1;1;2;2;1;2;2;2;4;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
514627;237;1;1;1;47.050613223192;2;1;4;1;2;2;2;2;3;3;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;7;2
514684;237;1;1;1;111.401444249249;3;1;6;1;2;2;2;2;2;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
514729;237;1;1;1;350.598002580043;12;1;1;1;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
514749;237;1;1;1;81.9763935608329;12;1;3;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
514755;237;1;1;1;84.8778720316235;12;1;3;2;1;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
515021;237;1;1;1;1043.869840676;2;1;1;1;1;2;2;2;4;3;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;3;1;;;2
515022;237;1;1;1;990.168573558135;7;1;5;1;2;1;2;2;5;2;2;;;;;;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;;7;2
515183;237;1;1;1;75.3531560675382;10;2;1;1;2;2;2;1;5;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
515194;237;1;1;1;67.4146313457026;11;1;6;1;2;1;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
515238;237;1;1;1;70.1524683715037;3;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
515249;237;1;1;1;59.3520827172958;6;1;3;1;2;1;2;2;5;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;1;2
515282;237;1;1;1;67.4146313457026;1;1;3;1;2;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
515296;237;1;1;1;64.1592126843544;11;2;3;1;1;1;1;2;5;4;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;3;2
515310;237;1;1;1;1627.49954266741;12;1;5;2;2;1;2;2;5;2;1;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;2;2;1;1;;;2
515416;237;1;1;1;344.67139804155;7;1;1;2;2;2;1;2;6;4;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;5;2;2;;2
515422;237;1;1;1;1127.73363057906;12;1;1;1;2;1;1;2;5;2;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;;2;2;2;;;;;;3;2
515446;237;1;1;1;72.5762520213666;11;1;3;2;2;2;2;1;1;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
515491;237;1;1;1;77.3730587833963;5;1;6;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
515494;237;1;1;1;104.450452065791;4;1;2;1;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;;;2
515544;237;1;1;1;80.1200845048115;2;1;2;2;1;1;2;2;3;2;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;5;1
515565;237;1;1;1;224.302079223807;12;1;3;1;2;2;2;2;3;1;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;;;;;;3;2
515790;237;1;1;1;56.8223325860162;12;1;1;1;1;1;1;2;6;4;2;;;;;;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;;;2
515913;237;1;1;1;74.3926178621974;11;1;1;1;2;2;2;2;4;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
515979;237;1;1;1;64.4928647493841;4;1;5;1;2;1;2;2;6;3;1;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;2;1;2;1;2;1;;;2
516019;237;1;1;1;50.4693763885473;7;1;2;1;2;1;2;2;5;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
516089;237;1;1;1;37.6469796346591;1;1;1;2;1;2;2;2;3;4;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;;2;1;1;1;1;5;1;;;2
516223;237;1;1;1;315.561857988153;12;1;3;2;2;1;2;2;6;3;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;1;1;2;2;1;1;1;2;2;4;;2
516271;237;1;1;1;1135.46484356759;3;1;2;1;2;2;2;2;2;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;8;2
516285;237;1;1;1;649.372177924294;3;1;1;2;2;2;1;2;2;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;6;2
516368;237;1;1;1;46.0671943187283;1;1;3;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;6;2
516389;237;1;1;1;45.6040028757077;6;1;3;1;2;2;2;2;4;3;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
516709;237;1;1;1;414.692401548816;6;1;1;1;2;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
516751;237;1;1;1;123.966341029456;10;1;1;1;1;2;2;2;5;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;;;2
516766;237;1;1;1;118.667653294793;4;1;1;1;2;1;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
516785;237;1;1;1;118.498816835086;8;1;1;1;2;1;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
516799;237;1;1;1;81.1186901407093;10;1;1;1;2;2;1;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;5;1;;;2
516819;237;1;1;1;85.1234837912649;6;1;6;1;1;2;2;2;3;1;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;1;2;;;;;;3;2
516821;237;1;1;1;84.5583837773573;6;1;1;2;1;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
516888;237;1;1;1;2012.74852052889;7;1;2;2;2;2;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;1
517056;237;1;1;1;947.475446132122;10;1;3;1;1;2;2;1;4;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
517079;237;1;1;1;979.451147926706;11;1;1;1;1;2;1;2;4;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;9;2
517089;237;1;1;1;917.258781672308;7;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
517125;237;1;1;1;1148.4024101375;12;2;1;1;2;2;2;2;2;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
517263;237;1;1;1;64.1592126843544;10;1;7;1;1;1;1;1;6;1;1;2;2;2;2;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;;;2
517268;237;1;1;1;59.8304947417043;1;2;1;1;1;1;2;2;6;4;2;;;;;;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;;;;;;8;2
517321;237;1;1;1;99.8541256723421;10;1;7;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;2;2
517322;237;1;1;1;99.7440917488006;9;1;1;1;1;2;2;2;4;1;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;3;2
517326;237;1;1;1;63.6454676694733;2;1;1;1;1;1;1;2;6;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;;;;;;4;2
517349;237;1;1;1;67.4724895709183;9;1;3;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
517412;237;1;1;1;65.6667293130866;2;1;7;2;2;2;2;1;2;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
517445;237;1;1;1;906.848593369963;11;1;1;1;2;1;2;2;3;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;3;2
517451;237;1;1;1;1153.15973503427;3;1;1;1;1;2;2;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;1;1;1;1;2;2;2;;2
517452;237;1;1;1;1336.1186437635;12;1;6;2;2;2;1;2;3;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;3;2
517458;237;1;1;1;95.9944019934895;8;2;6;2;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;1;2;1;;;2
517472;237;1;1;1;100.66758514259;12;1;3;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
517474;237;1;1;1;47.0929399376513;5;1;3;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;;1;;;;2
517556;237;1;1;1;89.2168742619304;2;1;6;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
517571;237;1;1;1;79.3537797529258;9;1;6;2;1;2;2;2;4;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;7;2
517840;237;1;1;1;1739.37759463186;7;1;2;2;2;2;1;2;4;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;2;2;5;2;2;;2
517886;237;1;1;1;2982.40456231099;12;1;1;2;2;1;2;2;6;4;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;1;1;5;2;4;;2
517936;237;1;1;1;673.993515540512;6;1;1;2;1;2;1;2;3;4;2;;;;;;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
517952;237;1;1;1;595.636033139001;3;1;3;1;2;2;2;2;2;4;2;;;;;;2;2;1;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
517997;237;1;1;1;61.5502702167535;6;1;6;1;2;2;2;2;6;1;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;8;2
518042;237;1;1;1;63.2577223344808;12;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;1;2;2;1;3;1;3;1;;;2
518052;237;1;1;1;64.5255488528647;11;1;6;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
518053;237;1;1;1;55.609074260099;2;1;1;2;1;2;2;2;4;4;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;1;3;2;4;;2
518094;237;1;1;1;52.2626797909618;9;1;6;2;2;2;1;2;1;4;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;1
518182;237;1;1;1;67.3974393409893;2;1;2;1;2;2;2;2;2;9;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
518210;237;1;1;1;78.3096866450953;6;1;1;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;2;;;;;;6;2
518288;237;1;1;1;55.7897329591704;11;1;1;1;2;2;2;2;2;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
518324;237;1;1;1;1633.16098014061;3;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
518340;237;1;1;1;75.8127737772842;6;1;1;1;1;1;2;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2
518405;237;1;1;1;65.0196162855457;7;1;6;1;1;1;1;2;6;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
518410;237;1;1;1;55.5850708567629;2;2;1;1;2;1;2;2;4;2;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;1
518440;237;1;1;1;58.1224937639715;9;1;2;1;2;1;2;2;5;3;2;;;;;;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
518709;237;1;1;1;46.5739078582752;3;2;3;2;1;2;1;2;4;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;;;;;;6;2
518776;237;1;1;1;87.9546763867672;11;1;6;2;1;2;1;2;6;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;2;1;2;2;2;2;3;;2
518866;237;1;1;1;83.041606725619;8;1;1;2;2;2;1;2;1;3;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
518891;237;1;1;1;78.0483752102112;3;1;6;1;2;2;2;2;1;9;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
519047;237;1;1;1;1817.05732954021;11;1;1;1;1;1;2;2;6;4;2;;;;;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;;2;2;1;1;1;4;2;3;;2
519195;237;1;1;1;71.0343590375422;12;1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
519281;237;1;1;1;67.4724895709183;12;1;6;2;1;2;2;1;1;4;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;2;2
519344;237;1;1;1;83.2789215771924;7;1;3;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
519419;237;1;1;1;64.4559018035628;8;1;6;2;2;1;2;2;6;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
519474;237;1;1;1;574.11473610434;4;1;1;1;1;1;2;2;5;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;2;1;5;1;;;2
519844;237;1;1;1;63.6394487324689;4;2;6;1;1;1;2;2;6;4;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;5;2;4;;2
519852;237;1;1;1;68.0068760418858;5;1;3;1;2;2;2;2;3;9;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
519864;237;1;1;1;63.5107728279099;2;1;6;2;1;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
519879;237;1;1;1;66.0303197364972;1;1;3;1;1;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
519938;237;1;1;1;2043.93279640658;3;1;6;2;1;2;2;2;1;3;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
519966;237;1;1;1;1270.11835493451;12;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
520071;237;1;1;1;68.4639714360466;12;1;1;1;1;2;2;2;6;4;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;;2;2;2;;;;;;3;2
520162;237;1;1;1;361.573314946186;5;1;6;1;2;2;2;2;3;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
520168;237;1;1;1;295.355512014541;2;1;5;1;2;2;2;2;6;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;2;2;5;1;;;2
520337;237;1;1;1;36.780569293537;7;1;6;1;1;2;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;2;1;2;1;2;2;1;;2
520363;237;1;1;1;38.5871370158632;6;1;3;1;2;1;2;2;1;4;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;1
520507;237;1;1;1;110.199636446889;12;1;6;2;1;2;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
520512;237;1;1;1;105.686247887122;5;2;4;1;2;2;2;2;3;3;1;1;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
520542;237;1;1;1;131.726488819013;7;1;3;1;2;1;2;2;4;4;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
520581;237;1;1;1;114.294696500849;11;1;1;1;2;2;2;2;1;4;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
520592;237;1;1;1;128.630655322426;6;1;3;1;2;2;2;2;5;2;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
520634;237;1;1;1;158.494374515822;3;1;6;1;1;2;2;2;4;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
520731;237;1;1;1;137.362468256152;11;1;6;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
520848;237;1;1;1;67.9069245555448;5;1;2;1;2;1;2;2;4;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;5;2
520912;237;1;1;1;90.1127424497875;10;1;3;2;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
520949;237;1;1;1;1317.33893357205;6;1;2;2;1;2;2;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
521054;237;1;1;1;3455.41471773058;3;1;3;2;1;2;2;2;4;1;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
521057;237;1;1;1;2385.60265507024;9;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
521112;237;1;1;1;965.335892185657;3;1;1;1;2;1;2;2;5;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;1;5;2;2;;2
521166;237;1;1;1;990.168573558135;9;1;6;2;1;2;2;2;4;2;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
521167;237;1;1;1;1104.50851370155;11;1;1;2;1;2;2;2;5;2;2;;;;;;2;2;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;3;1;4;1;;;2
521215;237;1;1;1;1043.869840676;11;2;2;2;2;1;2;2;1;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
521229;237;1;1;1;1027.54553794143;2;1;1;1;2;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
521234;237;1;1;1;959.951909098321;8;1;6;1;1;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
521281;237;1;1;1;66.1032051639122;4;1;7;1;2;2;2;2;2;9;2;;;;;;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
521283;237;1;1;1;73.9408310906389;12;1;1;1;2;2;2;2;1;3;1;2;2;1;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;1;2;2;1;4;;1;;;;2
521304;237;1;1;1;75.9162466651119;1;2;1;1;1;2;1;2;3;2;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;2;;;;;;9;2
521319;237;1;1;1;132.160863151889;9;1;1;1;2;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2;;;;;;8;2
521380;237;1;1;1;78.89348714653;6;1;4;1;1;1;2;2;5;4;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;1;2;2;3;1;;;2
