"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P553";"P553S1";"P1379";"P1390S1";"P1390S2";"P1390S3";"P1390S5";"P1390S4";"P1389";"P1386";"P1385";"P1380S1";"P1380S2";"P1380S3";"P1380S5";"P1380S6";"P1367S1";"P1367S4";"P1367S5";"P1367S2";"P1367S3";"P554";"P555S1";"P555S2";"P555S7";"P555S3";"P555S4";"P555S5";"P555S6";"P555S8";"P555S9";"P555S10";"P555S11";"P1592S1";"P1592S2";"P1592S3";"P1592S4";"P1228";"P557";"P558";"P1119";"P1593";"P1591";"P1214";"P1368"
521389;237;1;1;1;70.5460261004796;9;1;6;2;1;2;2;2;5;1;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
521394;237;1;1;1;68.7678383111455;1;1;3;2;2;1;2;2;2;4;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;4;;2
521395;237;1;1;1;65.6752234301037;7;1;6;1;2;1;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;4;;6;;;;2
521399;237;1;1;1;74.1657537923191;11;1;6;1;2;1;2;2;5;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;1;1;1;2;2;1;;2
521444;237;1;1;1;1691.11657101533;10;1;6;2;2;2;1;2;4;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;8;2
521462;237;1;1;1;385.810389190223;2;1;1;2;2;2;1;2;4;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;;;;;;8;2
521486;237;1;1;1;78.8099752149837;11;2;3;1;1;1;2;2;3;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;1;2;;;;;;1;2
521516;237;1;1;1;63.6454676694733;2;1;1;1;2;1;2;2;6;3;2;;;;;;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;3;1;4;1;;;2
521623;237;1;1;1;81.4960618988234;9;1;1;1;1;1;1;2;6;4;2;;;;;;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;3;2;4;;2
521628;237;1;1;1;69.7370715126114;4;1;6;2;1;2;2;2;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;7;2
521630;237;1;1;1;117.015226589857;10;1;6;2;2;2;1;2;1;4;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;1;2
521636;237;1;1;1;82.1008054743409;3;1;3;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
521645;237;1;1;1;95.9944019934895;3;1;6;1;1;2;1;2;5;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
521650;237;1;1;1;85.3447459086787;1;1;4;2;2;1;1;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;2;2;2;1;;;2
521651;237;1;1;1;46.6651762417959;4;1;6;1;1;1;1;2;4;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;1;4;2;1;;2
521706;237;1;1;1;83.52049262293;5;1;6;2;1;2;2;2;4;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
521753;237;1;1;1;283.069151665862;3;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
521756;237;1;1;1;388.762591785643;11;1;1;2;2;2;2;1;2;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;4;;4;;;;2
521831;237;1;1;1;257.182453860357;5;1;6;1;1;2;1;1;2;4;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
521840;237;1;1;1;272.833945625192;6;1;2;1;2;1;1;2;5;2;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
522053;237;1;1;1;37.7489620798786;6;1;2;1;2;2;2;2;2;1;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
522201;237;1;1;1;64.1544330198387;10;1;7;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;1;4;2;3;;2
522286;237;1;1;1;73.3370449065971;12;1;3;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
522291;237;1;1;1;77.4133971684773;6;1;2;2;2;1;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;1
522313;237;1;1;1;68.5183577674461;6;1;6;1;2;2;1;2;4;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
522324;237;1;1;1;79.3499995136214;2;1;3;2;1;2;2;2;1;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
522325;237;1;1;1;64.1406811301615;4;1;3;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
522345;237;1;1;1;80.2462889902394;7;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
522373;237;1;1;1;70.464106704931;11;1;2;1;2;2;2;2;3;2;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;2;2;1;1;;;2
522378;237;1;1;1;59.7667725602245;9;1;1;1;1;1;2;2;6;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;1;4;;1;;;;2
522426;237;1;1;1;65.1154396325777;2;1;1;1;1;1;2;2;6;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;3;1;1;2;1;;2
522502;237;1;1;1;278.994221056022;1;1;5;1;2;1;2;2;2;9;1;2;2;2;1;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;1
522696;237;1;1;1;46.0671943187283;1;2;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
522704;237;1;1;1;38.5423344865751;12;1;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;;;2
522742;237;1;1;1;47.667837629046;6;2;1;1;2;1;1;2;5;2;2;;;;;;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;6;2
522786;237;1;1;1;45.0926023481156;5;1;3;1;2;1;2;2;2;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
522839;237;1;1;1;432.573254089635;10;1;4;1;1;2;2;2;6;3;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2
522941;237;1;1;1;65.7511709952742;1;1;4;1;2;2;2;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;2;2;;;;;;8;1
523010;237;1;1;1;2087.12803824935;12;1;1;2;1;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;1;1;1;5;1;;;1
523065;237;1;1;1;440.97431834193;6;1;1;2;2;1;2;2;4;1;2;;;;;;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
523151;237;1;1;1;893.021658129192;4;1;1;2;1;1;2;2;5;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;1;1;4;;2;;;;2
523157;237;1;1;1;2505.79684242361;12;1;5;2;1;1;2;2;5;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;;2
523232;237;1;1;1;869.759949486944;4;1;6;1;1;2;2;2;4;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
523311;237;1;1;1;2826.02010413044;8;1;1;1;1;1;2;2;5;9;2;;;;;;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;4;2;3;;2
523352;237;1;1;1;74.9595983385623;3;1;2;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
523416;237;1;1;1;59.3520827172958;1;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;7;1
523433;237;1;1;1;76.5472874310488;11;1;1;1;2;1;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;7;2
523476;237;1;1;1;152.294001227563;7;1;3;1;2;2;2;2;3;4;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;3;2
523512;237;1;1;1;239.970767175683;9;1;3;1;1;2;1;2;2;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
523594;237;1;1;1;65.6667293130866;3;1;1;2;2;2;2;1;1;3;2;;;;;;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;;3;2
523635;237;1;1;1;101.095348838445;6;1;6;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
523655;237;1;1;1;255.294672546598;8;1;1;2;2;2;1;2;4;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;;2;2;2;;;;;;8;2
523737;237;1;1;1;250.981397369468;7;2;3;2;2;2;2;1;2;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
523759;237;1;1;1;309.032629657897;3;1;1;2;2;1;2;2;2;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
523927;237;1;1;1;37.7489620798786;9;1;6;1;1;2;2;2;3;4;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
523980;237;1;1;1;699.837575693603;3;1;3;1;2;1;2;2;2;3;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;;2;1;1;1;1;4;1;;;2
523983;237;1;1;1;1093.42974890195;11;1;1;2;2;1;2;2;2;4;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;;2;2;2;;;;;;3;2
523994;237;1;1;1;699.837575693603;11;1;3;2;1;2;2;2;3;4;2;;;;;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
524244;237;1;1;1;60.8135666892706;2;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
524264;237;1;1;1;59.143345518493;4;1;3;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;3;1;6;1;;;2
524323;237;1;1;1;52.3212666992465;9;1;2;1;2;1;2;2;4;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
524385;237;1;1;1;60.9960879877301;11;1;3;2;1;2;2;2;1;4;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;1;2
524458;237;1;1;1;326.861088597566;2;2;2;1;2;1;2;2;3;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;7;2
524475;237;1;1;1;348.001780583103;6;2;4;1;2;1;2;2;4;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;1;2
524480;237;1;1;1;321.801840810321;9;1;3;2;2;2;2;1;1;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
524586;237;1;1;1;1589.6052155588;9;1;1;1;2;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
524649;237;1;1;1;43.8351116155266;3;1;6;1;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;1;2;2;2;1;1;1;4;1;;;2
524650;237;1;1;1;42.8878214496822;4;1;6;2;2;2;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;2;;;;;;3;2
524680;237;1;1;1;38.0930840696088;6;1;1;1;2;1;2;2;6;9;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;;;2
524819;237;1;1;1;174.828858473924;8;1;3;2;2;2;2;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;3;2
524926;237;1;1;1;125.595118892578;11;1;6;1;2;1;2;2;5;4;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;1;5;1;;;2
525028;237;1;1;1;638.499607250004;6;1;3;2;2;2;1;1;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;1;2;;;;;;3;2
525034;237;1;1;1;2021.26858206009;12;1;1;1;1;1;2;2;5;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;3;2
525084;237;1;1;1;99.0241163368456;9;1;1;1;2;2;2;2;3;1;1;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;3;1;4;1;;;2
525085;237;1;1;1;70.7444025106819;10;1;1;2;1;2;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;2;1
525224;237;1;1;1;375.81124275149;7;1;9;2;2;1;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
525229;237;1;1;1;2186.45802674515;11;1;9;2;2;2;2;1;4;9;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;3;2
525230;237;1;1;1;2061.97145916145;12;1;3;2;2;2;1;2;3;9;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;;;;;;3;2
525313;237;1;1;1;191.447996589896;2;2;6;2;1;2;1;2;2;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;7;2
525331;237;1;1;1;959.951909098321;6;1;1;1;2;2;2;2;2;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
525468;237;1;1;1;75.3531560675382;6;1;3;1;2;2;2;2;2;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
525518;237;1;1;1;75.9162466651119;10;1;1;1;1;1;2;2;6;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
525567;237;1;1;1;77.8974934865743;12;1;3;1;2;1;2;2;5;3;1;1;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;2;;;;;;2;2
525588;237;1;1;1;68.247255765681;6;2;1;1;1;1;2;2;5;3;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;7;2
525608;237;1;1;1;75.6911573068004;9;1;4;1;2;1;2;2;4;3;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;;2;2;2;;;;;;8;2
525743;237;1;1;1;113.890180426443;12;1;6;2;1;2;2;2;2;9;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
525755;237;1;1;1;80.1200845048115;4;1;3;2;2;1;1;2;1;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;1;2
525757;237;1;1;1;94.0985970622642;2;1;6;2;2;2;1;2;4;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;3;1;;;2
525764;237;1;1;1;68.0586401178513;6;1;3;2;2;1;2;2;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
525790;237;1;1;1;102.646710975924;9;1;6;2;1;2;2;2;5;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;4;1;;;2
525811;237;1;1;1;66.0874833017557;2;1;3;2;1;2;2;2;4;2;1;2;2;2;2;2;2;2;1;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;7;2
525834;237;1;1;1;93.4650961264826;7;1;2;2;1;2;2;2;1;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
525849;237;1;1;1;80.1200845048115;12;2;6;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
525853;237;1;1;1;131.443020255863;12;1;1;1;1;1;2;2;6;9;2;;;;;;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;3;1;1;1;;;2
525880;237;1;1;1;72.5762520213666;2;1;2;2;2;1;2;2;6;2;2;;;;;;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;5;1;;;2
525917;237;1;1;1;240.003300184561;6;1;6;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;;3;2
525937;237;1;1;1;531.741861508308;10;1;1;1;1;1;2;2;5;3;2;;;;;;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;;;2
525958;237;3;2;1;209.38454038897;11;1;6;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
526038;237;1;1;1;745.832681239551;5;1;6;2;1;2;2;2;2;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2
526096;237;1;1;1;42.2331559091991;10;1;6;1;2;2;2;2;2;1;2;;;;;;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;1;4;2;4;;2
526200;237;1;1;1;52.3434507184686;10;1;1;1;2;2;2;2;4;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;1;2;;;;;;3;2
526324;237;1;1;1;78.4537100370034;2;1;1;1;2;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
526353;237;1;1;1;74.3926178621974;10;1;9;1;1;1;2;2;5;1;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
526401;237;1;1;1;70.4531618483072;12;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
526434;237;1;1;1;60.9960879877301;11;2;3;1;2;2;2;2;5;1;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;4;;5;;;;2
526497;237;1;1;1;49.9426248523858;1;1;6;1;2;1;2;2;2;4;2;;;;;;1;2;2;1;1;2;;;;;;;;;;;;1;1;1;2;1;2;2;5;1;;;2
526514;237;1;1;1;59.7667725602245;11;2;1;1;1;1;1;2;6;2;2;;;;;;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;3;1;4;2;3;;2
526587;237;1;1;1;666.008965625852;10;1;1;1;1;2;1;2;5;3;2;;;;;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;;2;2;1;3;1;2;1;;;1
526595;237;1;1;1;344.533185263852;1;1;2;2;2;1;2;2;2;9;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
526619;237;1;1;1;320.822836585806;7;1;2;2;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;4;;2;;;;2
526810;237;1;1;1;49.2549670174674;4;2;3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
526835;237;1;1;1;42.1925310794644;5;1;3;2;1;2;1;2;4;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
526842;237;1;1;1;32.6173504158692;7;1;6;2;1;2;2;2;4;4;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;1;2;2;2;;;;;;4;2
526849;237;1;1;1;32.6173504158692;1;1;1;2;1;2;2;2;5;4;2;;;;;;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
526855;237;1;1;1;45.3754636469762;2;1;6;1;2;1;2;2;6;3;1;2;2;2;1;2;1;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
526903;237;1;1;1;44.9468160717931;11;1;4;1;2;1;2;2;5;4;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;4;2
526904;237;1;1;1;43.9773381933836;9;1;5;1;1;1;2;2;5;2;1;1;2;2;1;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;3;1;;;2
526936;237;1;1;1;1926.72717545832;7;1;6;1;2;2;2;2;2;3;2;;;;;;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
527078;237;1;1;1;1127.60733116045;12;1;3;2;1;2;2;2;1;4;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
527152;237;1;1;1;198.492896374108;5;1;3;2;1;2;2;2;3;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;8;2
527153;237;1;1;1;205.877461789179;4;1;3;2;2;2;1;2;1;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;7;2
527185;237;1;1;1;805.086018030313;10;1;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;2;;;;;;3;2
527238;237;1;1;1;1061.41063569076;7;1;4;1;2;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
527343;237;1;1;1;62.7683898897163;9;2;6;2;1;2;2;2;5;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;3;2
527347;237;1;1;1;64.1592126843544;1;1;1;1;1;1;2;2;6;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;;;;;;3;2
527591;237;1;1;1;100.091067408231;1;1;3;2;1;2;2;2;1;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
527622;237;1;1;1;87.8098298252271;3;1;6;1;2;2;2;2;4;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;3;1;1;2;4;;2
527623;237;1;1;1;97.1901565234086;2;1;6;2;1;2;2;2;4;2;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
527715;237;1;1;1;585.261251132746;6;1;3;2;1;2;1;2;2;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
527721;237;1;1;1;735.477365195322;7;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;6;2
527746;237;1;1;1;40.1438525800024;6;1;1;2;2;1;2;2;4;4;2;;;;;;2;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;1;1;2;2;2;;;;;;4;2
527767;237;1;1;1;47.7786522966842;11;1;6;2;1;1;2;2;6;1;2;;;;;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;1;5;1;;;1
527786;237;1;1;1;42.5474266702214;11;1;3;1;2;1;2;2;2;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;2;2;4;;1
527809;237;1;1;1;44.3523984594526;11;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2
528016;237;1;1;1;62.3446127859929;3;1;1;1;2;1;2;2;4;1;2;;;;;;2;2;2;2;2;1;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;;;2
528051;237;1;1;1;64.5255488528647;6;1;3;2;2;2;1;2;4;2;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
528078;237;1;1;1;63.088013046664;12;1;6;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
