"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P553";"P553S1";"P1379";"P1390S1";"P1390S2";"P1390S3";"P1390S5";"P1390S4";"P1389";"P1386";"P1385";"P1380S1";"P1380S2";"P1380S3";"P1380S5";"P1380S6";"P1367S1";"P1367S4";"P1367S5";"P1367S2";"P1367S3";"P554";"P555S1";"P555S2";"P555S7";"P555S3";"P555S4";"P555S5";"P555S6";"P555S8";"P555S9";"P555S10";"P555S11";"P1592S1";"P1592S2";"P1592S3";"P1592S4";"P1228";"P557";"P558";"P1119";"P1593";"P1591";"P1214";"P1368"
528106;237;1;1;1;66.8460036551844;4;1;6;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
528134;237;1;1;1;55.2771506067686;6;1;6;1;2;2;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
528212;237;1;1;1;581.098257317125;8;1;1;2;2;2;1;2;3;9;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;1;;2;1;1;1;1;5;1;;;2
528232;237;1;1;1;69.234295398232;1;1;1;2;2;2;1;2;2;3;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;1;2
528259;237;1;1;1;46.2008996128061;6;1;2;2;2;1;2;2;5;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
528333;237;1;1;1;507.062711376936;10;2;1;1;1;1;2;2;2;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;;;;;;3;2
528430;237;1;1;1;356.320456547382;12;1;3;1;2;2;1;2;4;3;2;;;;;;2;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
528514;237;1;1;1;45.5953290850389;11;1;6;1;2;2;2;2;2;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
528521;237;1;1;1;47.1824584734604;11;1;6;2;1;2;2;2;3;3;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
528526;237;1;1;1;33.7967395089108;1;1;1;1;2;2;2;2;3;3;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
528551;237;1;1;1;46.3881591838919;1;1;1;2;1;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
528577;237;1;1;1;36.780142189379;1;1;3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
528580;237;1;1;1;34.6989598547031;11;1;1;2;2;1;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;4;2;4;;2
528588;237;1;1;1;43.3596866833716;12;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;1;3;2;1;;1
528833;237;1;1;1;81.9763935608329;12;1;1;1;1;2;2;2;3;1;2;;;;;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
528866;237;1;1;1;97.1878510308411;12;1;1;1;2;1;2;2;4;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;5;1;;;2
528894;237;1;1;1;77.3026502996913;6;1;6;1;2;1;2;2;5;2;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;1;2;2;1;1;1;4;2;2;;2
528903;237;1;1;1;95.7025716962371;6;1;6;1;1;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;;;;;;3;2
528950;237;1;1;1;81.4880688468593;12;1;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
529013;237;1;1;1;464.586676387145;9;1;3;1;2;1;2;2;5;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
529118;237;1;1;1;952.996953280755;10;1;3;1;2;1;2;2;5;3;1;1;2;2;1;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;8;2
529155;237;1;1;1;1003.6308740125;11;1;3;2;1;2;2;2;3;4;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;;2
529215;237;1;1;1;1760.64209347195;9;2;1;2;2;1;2;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;1;2
529234;237;1;1;1;1148.20873973802;3;1;2;2;2;2;1;2;4;3;2;;;;;;2;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;;2;1;1;1;1;5;1;;;2
529318;237;1;1;1;99.7440917488006;10;1;3;1;2;2;2;2;3;1;1;2;2;2;2;2;1;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
529345;237;1;1;1;67.4724895709183;6;1;6;1;2;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;;;;;;8;2
529467;237;1;1;1;104.306134365016;12;1;3;2;1;2;2;2;1;4;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
529470;237;1;1;1;126.832760836128;12;1;5;1;1;2;2;2;4;3;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
529479;237;1;1;1;44.8223189788929;11;1;4;2;1;1;2;2;5;3;1;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;3;1;5;1;;;2
529489;237;1;1;1;93.5499212188046;2;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
529490;237;1;1;1;86.8976122363706;11;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
529496;237;1;1;1;99.1146278689159;2;1;6;1;1;1;2;2;6;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
529500;237;1;1;1;89.2168742619304;12;1;6;1;1;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
529501;237;1;1;1;96.185784147212;4;2;1;1;1;1;2;2;6;1;1;1;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3;1;5;2;2;;2
529513;237;1;1;1;82.5645652794964;1;1;1;1;1;2;2;2;2;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
529583;237;1;1;1;156.033428258752;9;1;6;2;1;2;2;2;3;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;;;;;;7;2
529686;237;1;1;1;356.816462733251;9;1;6;1;2;1;2;2;3;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;1;2
529756;237;1;1;1;270.675976898325;8;1;1;2;2;2;2;1;2;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;2;2;1;1;;;2
529772;237;1;1;1;246.277340829534;4;1;5;1;2;1;2;2;4;3;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;10;2
529856;237;1;1;1;42.9891285334956;12;1;6;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
529864;237;1;1;1;87.3179485650009;3;1;1;2;1;2;2;2;4;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
529876;237;1;1;1;88.5759046639308;10;1;3;1;2;2;2;2;1;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
530132;237;1;1;1;63.6394487324689;6;1;6;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;7;2
530194;237;1;1;1;59.7667725602245;3;1;1;1;2;1;2;2;6;9;2;;;;;;2;2;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;5;2;2;;2
530565;237;1;1;1;47.668691837362;11;1;3;1;1;1;2;2;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
530645;237;1;1;1;41.69847813321;1;1;6;1;2;2;2;2;2;4;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
530874;237;1;1;1;880.477375118372;7;1;1;1;1;2;2;2;4;3;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;3;1;4;1;;;2
530878;237;1;1;1;983.213617740569;6;1;1;1;2;2;2;2;4;1;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;8;2
531011;237;1;1;1;72.2217613127613;10;1;3;2;2;2;1;2;2;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
531027;237;1;1;1;78.6085747288865;6;1;3;1;2;2;2;2;3;4;1;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;;;;;7;2
531032;237;1;1;1;67.8930433701112;2;1;1;1;2;2;2;2;6;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
531048;237;1;1;1;64.1277895894391;1;2;1;1;1;1;1;2;5;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;3;2
531279;237;1;1;1;117.735971079009;4;1;6;1;2;2;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
531320;237;1;1;1;107.838217472024;2;1;1;1;1;1;2;2;4;2;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
531336;237;1;1;1;270.675976898325;7;1;2;2;2;1;1;2;5;3;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;2;2;3;;2
531338;237;1;1;1;229.079119917826;1;1;3;1;2;2;2;2;2;9;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
531394;237;1;1;1;360.72291209315;10;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;5;2;1;;2
531453;237;1;1;1;43.664979292143;12;1;3;2;2;2;2;1;2;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
531470;237;1;1;1;37.6159624954045;3;1;1;2;1;2;2;2;4;3;2;;;;;;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;3;1;2;1;;;2
531497;237;1;1;1;48.120408904414;5;2;3;1;1;2;2;2;2;9;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
531503;237;1;1;1;37.5722970300813;9;1;1;1;1;2;1;2;2;3;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
531517;237;1;1;1;38.650261650024;1;2;1;1;2;1;2;2;6;4;2;;;;;;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;1;5;2;3;;2
531554;237;1;1;1;41.8493963665184;12;1;1;2;1;1;1;2;5;3;2;;;;;;2;2;2;2;1;2;;;;;;;;;;;;2;1;2;2;1;3;1;2;1;;;2
531587;237;1;1;1;41.088817615471;10;1;6;1;1;2;2;2;3;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;3;2
531596;237;1;1;1;941.083625304743;8;1;6;2;2;1;2;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;;2;2;2;;;;;;3;2
531645;237;1;1;1;56.9216994046224;7;2;9;2;1;1;2;2;4;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;;;;;;8;2
531649;237;1;1;1;56.8047158327882;3;1;1;1;1;1;2;2;6;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;5;1;;;2
531697;237;1;1;1;58.2360187655917;3;2;1;1;1;1;2;2;5;4;2;;;;;;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;;;;;;3;2
531702;237;1;1;1;67.9669220816413;2;1;6;2;2;1;1;2;5;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;4;2;4;;2
531748;237;1;1;1;59.143345518493;1;1;1;2;1;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;5;1;;;2
531929;237;1;1;1;74.5829624705852;9;2;1;2;1;2;1;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;1;1;1;2;2;1;;2
532087;237;1;1;1;5033.47187375598;7;1;1;1;1;2;2;2;4;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;5;2
532142;237;1;1;1;46.5390595524177;12;2;3;1;2;1;2;2;4;4;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;3;2
532143;237;1;1;1;41.6070139270163;2;1;3;1;2;2;2;2;2;2;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
532152;237;1;1;1;45.5866552943701;11;1;6;2;2;2;2;1;1;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
532166;237;1;1;1;40.1113487447886;11;2;6;2;2;2;2;1;2;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
532274;237;1;1;1;34.2044798042907;10;1;1;2;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
532421;237;1;1;1;99.5258022826212;3;1;6;2;2;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
532440;237;1;1;1;117.968519758858;8;1;6;2;1;1;2;2;4;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;;;2
532444;237;1;1;1;142.551043509419;6;1;6;2;2;2;1;2;3;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;1;2;2;2;1;2;2;2;2;;;;;;9;2
532466;237;1;1;1;2021.26858206009;6;1;6;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;4;1;;;2
532627;237;1;1;1;58.6800352711057;10;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;;;;;;5;2
532678;237;1;1;1;862.804993669378;3;1;1;2;1;2;2;2;4;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;5;2;5;;2
532751;237;1;1;1;1033.41104233378;12;1;2;2;1;2;2;2;4;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
532846;237;1;1;1;75.3531560675382;9;1;1;1;1;1;2;2;5;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
532852;237;1;1;1;60.6243392879475;9;2;6;1;1;1;2;2;5;4;2;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;;;;;;2;2
532871;237;1;1;1;64.718575103554;2;2;3;1;1;1;1;2;6;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;2;2;2;1;1;2;2;2;;;;;;5;2
532934;237;1;1;1;74.4342490717461;7;2;6;2;1;2;2;2;4;4;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;1;3;2;1;2;4;;2
533000;237;1;1;1;96.2452767556649;7;1;6;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
533005;237;1;1;1;105.282573904331;10;1;1;2;1;2;2;2;2;3;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;8;2
533066;237;1;1;1;116.183104751317;11;1;3;2;1;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
533081;237;1;1;1;110.192138595564;8;1;6;1;2;2;1;2;5;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
533097;237;1;1;1;84.0253677658303;8;1;6;2;1;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
533117;237;1;1;1;81.0965240441265;5;1;1;2;1;2;2;2;2;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;7;2
533179;237;1;1;1;279.157715466084;2;1;3;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
533237;237;1;1;1;297.030985549738;6;1;1;1;2;2;2;2;3;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;1;1;;;1
533406;237;1;1;1;83.6987927330367;7;1;6;2;1;2;2;2;3;4;2;;;;;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
533421;237;1;1;1;776.107989224529;11;1;4;1;1;1;1;2;6;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;2;3;;2
533492;237;1;1;1;66.0424654400212;11;1;3;1;1;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
533641;237;1;1;1;63.0095404302173;1;1;2;2;2;2;1;2;5;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;2;2;5;1;;;2
533655;237;1;1;1;59.6322227012142;2;1;6;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
533730;237;1;1;1;67.455440356081;12;2;6;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
533733;237;1;1;1;68.8614132939762;3;2;1;1;1;1;2;2;5;3;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
533767;237;1;1;1;62.7521549513972;7;1;2;1;2;2;2;2;3;9;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
533814;237;1;1;1;54.1731570099457;3;2;6;1;2;2;1;2;2;1;2;;;;;;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;;;;;;4;2
533825;237;1;1;1;53.5505821267521;6;1;3;1;2;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;2;2;2;1;;;2
533826;237;1;1;1;58.4416337856869;7;1;6;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2
533923;237;1;1;1;348.728772304655;3;1;1;2;2;2;1;2;4;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
534152;237;1;1;1;34.6763450379801;12;1;3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;2;;;;;;7;2
534227;237;1;1;1;43.9995259059486;10;1;6;2;2;2;1;2;6;4;2;;;;;;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
534230;237;1;1;1;34.6985327505451;12;1;6;2;1;1;2;2;4;1;1;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
534305;237;1;1;1;132.003821109913;2;1;6;1;1;2;2;2;1;4;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;5;2
534307;237;1;1;1;78.9060786303348;6;1;6;2;2;2;1;2;1;4;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
534359;237;1;1;1;102.094431267344;11;1;1;2;2;1;2;2;5;2;2;;;;;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;5;1;;;2
534471;237;1;1;1;983.213617740569;11;1;1;2;2;1;2;2;6;4;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;1;1;2;4;1;;;2
534508;237;1;1;1;5613.78790100586;3;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
534519;237;1;1;1;876.113639950468;7;1;6;2;2;2;1;2;2;9;2;;;;;;2;2;1;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;;;;;4;2
534558;237;1;1;1;65.3309319471879;4;2;9;2;1;2;1;2;6;9;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;1;2;2;5;1;;;2
534563;237;1;1;1;70.9463129177469;9;1;1;1;1;1;2;2;6;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;;;;;;7;2
534571;237;1;1;1;68.7678383111455;2;2;1;1;1;1;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;2;2;2;;;;;;4;2
534583;237;1;1;1;56.2206879625189;10;1;6;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;2;2;2;2;2;;;;;;7;2
534617;237;1;1;1;57.676347505014;6;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
534648;237;1;1;1;66.3062641960405;12;2;6;2;1;2;2;2;5;2;2;;;;;;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;;;;;;7;2
534792;237;1;1;1;93.5499212188046;8;1;6;2;1;1;2;2;2;2;2;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
534803;237;1;1;1;91.1975952314598;12;1;1;1;2;2;2;2;1;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;4;2
534827;237;1;1;1;146.448329997857;7;1;6;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
534843;237;1;1;1;984.032664960477;8;1;6;1;2;1;2;2;6;1;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;1;2;2;1;1;1;3;1;;;2
534881;237;1;1;1;256.384691338406;3;1;1;2;1;2;2;2;4;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;4;2
534897;237;1;1;1;195.837100432829;6;1;6;2;1;2;1;2;4;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
534898;237;1;1;1;276.065345813144;11;1;6;1;1;2;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;6;2
534931;237;1;1;1;266.358308835974;7;1;3;2;1;2;2;2;1;3;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;6;2
535054;237;1;1;1;37.7489620798786;10;1;1;2;1;1;2;2;6;3;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;1;1;2;2;1;1;1;3;2;4;;2
535146;237;1;1;1;560.757444777454;11;1;1;2;1;2;2;2;2;2;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
535236;237;1;1;1;72.1761725198957;12;1;6;2;2;2;1;2;5;1;2;;;;;;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;3;2
535271;237;1;1;1;59.143345518493;8;1;6;1;1;2;2;2;2;2;2;;;;;;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;3;2
535388;237;1;1;1;321.799028248461;3;1;2;1;2;2;2;2;4;9;2;;;;;;1;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
535464;237;1;1;1;94.3649169469207;7;1;5;2;2;1;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;2;2;2;2;;;;;;8;2
